AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
IRAS10378+1109,UGC05850,"('160.12125', '10.88833')","('160.99042', '11.70381')",208.2060652,1049.41,10.113,21.59,19,1.2805,28,163,13,63.3,.SBR3..,SB(r)b;HII     Sbrst,0.002595,0.136,DG,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104843.50+130605.0,UGC05850,"('162.18125', '13.10139')","('160.99042', '11.70381')",320.9196875,1049.41,10.113,21.59,19,1.2805,28,163,13,56.7,.SBR3..,SB(r)b;HII     Sbrst,0.002595,0.219,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104816.30+120735.0,UGC05850,"('162.06792', '12.12639')","('160.99042', '11.70381')",200.4777809,1049.41,10.113,21.59,19,1.2805,28,163,13,85.1,.SBR3..,SB(r)b;HII     Sbrst,0.002595,0.291,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104709.80+130454.0,UGC05850,"('161.79083', '13.08167')","('160.99042', '11.70381')",279.6151707,1049.41,10.113,21.59,19,1.2805,28,163,13,46.5,.SBR3..,SB(r)b;HII     Sbrst,0.002595,0.4,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ105125.80+124746.0,UGC05850,"('162.8575', '12.79611')","('160.99042', '11.70381')",375.3398752,1049.41,10.113,21.59,19,1.2805,28,163,13,76,.SBR3..,SB(r)b;HII     Sbrst,0.002595,1.281,NP,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
NGC4696,2MASXJ12505749-4123477,"('192.20542', '-41.31111')","('192.7395', '-41.39666')",465.4276638,4618.75,65.0528291,21.57,7.76,0.4607,68,75,x,27,x,S0,0.014827,0.01,PL,"[('LGG305', '67.1444585549', '2.91378094773')]"
SDSSJ154121.50+281706.0,2MASXJ15414405+2817122,"('235.33958', '28.285')","('235.43363', '28.28682')",206.2630653,10128.92,142.6608452,21.51,17.21,4.2825,36,155,x,66.3,x,x,0.033114,0.376,RT,[]
LBQS1220+1006,IC3255,"('185.80042', '9.83861')","('185.89475', '9.64861')",351.7880281,6765.47,95.28834488,21.48,18.04,0.3594,32,155,x,1.1,x,Sbc(s)II,0.021567,0.276,RT,"[('UZC486', '103.220778349', '5.9786354291')]"
RX_J1223.2+0922,IC3255,"('185.82417', '9.38556')","('185.89475', '9.64861')",452.5350769,6765.47,95.28834488,21.48,18.04,0.3594,32,155,x,39.8,x,Sbc(s)II,0.021567,0.681,RT,"[('UZC486', '103.220778349', '5.9786354291')]"
NGC4696,NGC4683,"('192.20542', '-41.31111')","('191.92654', '-41.52828')",277.4410381,3743.49,52.72525772,21.47,12.27,1.6683,55,x,130,86,.LBS-..,SB(s)0-,0.011908,0.01,PL,"[('LGG298', '47.595503183', '4.0826975706')]"
TON694,IC4133,"('195.80417', '28.18556')","('195.96165', '27.98838')",393.9773658,6644.4,93.58305962,21.46,20.17,0.8276,20,110,x,34.9,x,E,0.021208,1.302,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
HS1119+5812,NGC3619,"('170.68708', '57.92833')","('169.83984', '57.75782')",234.7528712,1759.01,27.9,21.41,17.13,1.3783,36,45,-99,24.2,RLAS+*.,(R)SA(s)0+:,0.00518,0.9,DG,[]
RX_J1121.2+0326,NGC3630,"('170.30917', '3.42944')","('170.07075', '2.96439')",236.1617344,1768.14,25.9,21.4,9.63,0.0821,63,37,37,9.9,.L..../,S0,0.004953,0.152,DG,[]
SDSSJ112224.10+031802.0,NGC3630,"('170.60042', '3.30056')","('170.07075', '2.96439')",283.2825093,1768.14,25.9,21.4,9.63,0.0821,63,37,37,20.6,.L..../,S0,0.004953,0.475,NP,[]
PKS1101-325,NGC3621,"('165.88167', '-32.855')","('169.56879', '-32.81406')",365.4281784,928.34,6.758,21.36,10.25,0.7008,61,164,159,74.8,.SAS7..,SA(s)d         HII,0.002435,0.3555,SP,[]
SDSSJ154121.50+281706.0,2MASXJ15403208+2820148,"('235.33958', '28.285')","('235.13385', '28.33735')",440.0499181,9494.9,133.7309834,21.33,16.21,0.3545,40,175,x,68.9,x,x,0.030995,0.376,RT,[]
IRAS_Z06229-6434,2MASXJ06214352-6447321,"('95.78208', '-64.60528')","('95.43125', '-64.79231')",467.947694,7941.31,111.8494495,21.31,14.92,20.5604,45,110,x,71.2,x,SBa,0.026702,0.1289,SP,[]
SDSSJ150952.20+111047.0,SDSSJ151022.85+111031.8,"('227.4675', '11.17972')","('227.59525', '11.17551')",259.6760062,8424.11,118.6495063,21.29,16.82,0.3376,37,122,x,30.1,x,Extended Src [SDSS],0.027332,0.285,RT,[]
PG1112+431,2MASXJ11151531+4241381,"('168.775', '42.83056')","('168.81336', '42.69368')",345.9310708,10069.95,141.8302729,21.25,10.62,0.1043,60,95,x,73.4,x,x,0.032756,0.3006,SP,[]
SDSSJ084349.50+411741.0,SDSSJ084405.20+411726.4,"('130.95625', '41.29472')","('131.02169', '41.29068')",111.0002904,9152.92,128.9142975,21.23,6.37,0.1016,72,161,x,66.3,x,x,0.02997,0.99,DG,[]
FBQSJ1220+3853,NGC4151,"('185.14625', '38.88778')","('182.63574', '39.40573')",425.2808208,1262.95,12.095,21.22,17.18,0.5843,35,130,50,25.2,PSXT2*.,(R')SAB(rs)ab: Sy1.5,0.003319,0.377,DG,[]
4C10.3,2MASXJ11005426+1041087,"('165.19958', '10.77056')","('165.2262', '10.68571')",213.8473985,9797.67,137.995377,21.21,9.75,0.1419,62,35,x,52.1,x,S0,0.031749,0.42,RT,[]
SDSSJ135712.60+170444.0,UGC08839,"('209.3025', '17.07889')","('208.85399', '17.79495')",323.2095031,1235.52,22.200001,21.14,14.37,0.0201,47,x,x,x,x,Im,0.003192,0.15,DG,[]
PG1352+183,UGC08839,"('208.64875', '18.08806')","('208.85399', '17.79495')",136.4616401,1235.52,22.200001,21.14,14.37,0.0201,47,x,x,x,x,Im,0.003192,0.152,PL,[]
SDSSJ105945.30+144142.0,CGCG095-088,"('164.93875', '14.695')","('165.11247', '14.86694')",491.7806555,8322.86,117.2233113,21.14,16.49,0.1737,38,160,x,64.3,x,x,0.026827,0.631,DG,[]
IRAS_F13369+2907,SDSSJ133923.28+285513.8,"('204.81708', '28.87361')","('204.847', '28.9205')",133.6003237,10118.78,142.5180703,21.12,10.98,0.7379,58,142,x,67.2,x,x,0.032834,0.0457,DG,[]
PG1425+267,SDSSJ142808.58+264057.8,"('216.89875', '26.53722')","('217.03577', '26.68274')",236.27112,5052.82,71.16654105,21.11,5.7,0.0364,74,68,x,27.9,x,x,0.016,0.366,RT,[]
NGC5253,2MASXJ13392227-3131537,"('204.98333', '-31.64')","('204.84279', '-31.53161')",279.9924792,7052.83,99.33557967,21.09,16.88,0.0697,36,105,x,27.2,x,Sp,0.022852,0.0013,DG,[]
US143,2MASXJ13003251+2745576,"('195.36708', '27.85194')","('195.13547', '27.76615')",381.3162603,6984.26,98.36984512,21.08,11.38,1.5154,57,110,x,42.7,x,S0/a,0.022339,0.243,PL,[]
PKS2005-489,2MFGC15350,"('302.35583', '-48.83139')","('302.39317', '-49.22147')",281.956287,3157.61,41.333,21.04,7.57,0.3545,68,55,55,58.6,.S..2?/,Sab? sp,0.010978,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
SDSSJ135726.27+043541.4,NGC5356,"('209.35917', '4.59472')","('208.74358', '5.33372')",400.5849919,1650.24,23.9,21.02,6.73,0.3942,71,15,15,54.7,.SX.4*/,SABbc: sp      HII,0.004583,1.234,DG,[]
TON694,2MASXJ13041288+2811372,"('195.80417', '28.18556')","('196.05368', '28.19363')",362.3394721,6698.06,94.33881958,20.99,9.66,x,62,140,x,52.1,x,x,0.021388,1.302,PL,[]
US143,IC4040,"('195.36708', '27.85194')","('195.15804', '28.05736')",496.5416148,8126.86,103,20.97,8.99,0.0169,64,x,-99,x,.S..8*.,Sdm:,0.026151,0.243,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
SDSSJ145424.40+304658.0,2MASXJ14542695+3054301,"('223.60167', '30.78278')","('223.61233', '30.90849')",291.4440416,9406.29,132.4829721,20.94,14.24,0.1348,47,10,x,5.8,x,x,0.030592,0.465,NP,[]
LBQS1222+0901,NGC4469,"('186.33417', '8.74722')","('187.36679', '8.74992')",299.2581812,886.19,16.799999,20.92,7.11,0.5864,70,85,89,4.8,.SBS0$/,SB(s)0/a? sp   LINER,0.001958,0.535,RT,[]
RX_J1223.2+0922,NGC4469,"('185.82417', '9.38556')","('187.36679', '8.74992')",483.9898569,886.19,16.799999,20.92,7.11,0.5864,70,85,89,27.7,.SBS0$/,SB(s)0/a? sp   LINER,0.001958,0.681,RT,[]
LBQS1222+0901,VCC0822,"('186.33417', '8.74722')","('186.4142', '8.91216')",323.6257101,7197.26,101.3697955,20.91,11.08,0.4236,58,120,x,85.6,x,SBc,0.023009,0.535,RT,[]
MS1217.0+0700,NGC4223,"('184.87875', '6.72611')","('184.35755', '6.69007')",261.2728811,2532.96,28.85,20.9,8.64,x,65,x,128,42,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.08,PL,[]
SDSSJ095915.60+050355.0,UGC05357,"('149.815', '5.06528')","('149.67404', '5.26436')",256.8563068,4289.35,60.41343169,20.9,5.85,x,73,50,x,85.2,x,Scd:,0.013514,0.1626,SP,[]
SDSSJ122018.43+064119.6,NGC4223,"('185.07667', '6.68861')","('184.35755', '6.69007')",359.6323759,2532.96,28.85,20.9,8.64,x,65,x,128,37.9,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.287,RT,[]
PG1216+069,NGC4223,"('184.83708', '6.64389')","('184.35755', '6.69007')",240.9483684,2532.96,28.85,20.9,8.64,x,65,x,128,32.5,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.3313,SP,[]
SDSSJ121640.60+071224.0,NGC4223,"('184.16917', '7.20667')","('184.35755', '6.69007')",276.6392062,2532.96,28.85,20.9,8.64,x,65,x,128,32.1,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.587,RT,[]
NGC4670,KUG1241+274,"('191.32083', '27.12528')","('191.10975', '27.19278')",331.3888816,6755.02,95.14106973,20.89,12.12,0.2642,54,25,x,84.8,x,x,0.021565,0.0036,DG,[]
H1101-232,NGC3513,"('165.90708', '-23.49194')","('165.942', '-23.2455')",57.05013018,1418.58,13.153,20.88,7.94,0.5076,67,120,75,67.4,.SBT5..,SB(s)c         HII,0.003983,0.186,SP,[]
SDSSJ104843.50+130605.0,NGC3377,"('162.18125', '13.10139')","('161.92638', '13.98592')",170.2302654,938.67,10.618,20.85,12.09,0.6789,54,48,35,63.7,.E.5+..,E5-6,0.002218,0.219,RT,[]
SDSSJ104816.30+120735.0,NGC3377,"('162.06792', '12.12639')","('161.92638', '13.98592')",345.5522756,938.67,10.618,20.85,12.09,0.6789,54,48,35,52.3,.E.5+..,E5-6,0.002218,0.291,RT,[]
SDSSJ104741.80+151331.0,NGC3377,"('161.92417', '15.22528')","('161.92638', '13.98592')",229.6773721,938.67,10.618,20.85,12.09,0.6789,54,48,35,48.1,.E.5+..,E5-6,0.002218,0.385,PL,[]
SDSSJ104709.80+130454.0,NGC3377,"('161.79083', '13.08167')","('161.92638', '13.98592')",169.34504,938.67,10.618,20.85,12.09,0.6789,54,48,35,39.7,.E.5+..,E5-6,0.002218,0.4,RT,[]
SDSSJ105125.80+124746.0,NGC3377,"('162.8575', '12.79611')","('161.92638', '13.98592')",277.1182982,938.67,10.618,20.85,12.09,0.6789,54,48,35,85.3,.E.5+..,E5-6,0.002218,1.281,NP,[]
SDSSJ151237.15+012846.0,SDSSJ151249.73+012826.5,"('228.155', '1.47944')","('228.20722', '1.47404')",120.5325874,9342.9,131.5901191,20.81,5.41,0.3107,74,106,x,10.1,x,x,0.030427,0.265,RT,[]
RX_J1232.5+0603,NGC4570,"('188.14958', '6.05278')","('189.2225', '7.24664')",462.9498572,2028.26,16.575,20.78,5.4,0.8205,74,160,159,61.8,.L..../,S0(7)/E7,0.005771,0.085,PL,[]
SDSSJ123426.80+072411.0,NGC4570,"('188.61167', '7.40306')","('189.2225', '7.24664')",181.0111234,2028.26,16.575,20.78,5.4,0.8205,74,160,159,55.5,.L..../,S0(7)/E7,0.005771,0.844,RT,[]
SDSSJ123647.80+060048.0,NGC4570,"('189.19917', '6.01333')","('189.2225', '7.24664')",356.8451581,2028.26,16.575,20.78,5.4,0.8205,74,160,159,21.1,.L..../,S0(7)/E7,0.005771,1.278,RT,[]
MRK1014,KUG0156-001,"('29.95917', '0.39472')","('29.79728', '0.10978')",446.1410499,5538.01,78.0001575,20.77,16.82,0.4573,35,18,x,11.6,x,Compact,0.01937,0.163,SP,[]
SDSSJ154121.50+281706.0,2MASXJ15402996+2821568,"('235.33958', '28.285')","('235.12498', '28.36571')",463.9687134,9187.91,129.4072275,20.77,16.61,x,36,130,x,16.9,x,x,0.029971,0.376,RT,[]
SDSSJ150928.30+070235.0,2MASXJ15095716+0712530,"('227.36792', '7.04306')","('227.48829', '7.21465')",492.5161836,9583.33,134.9764991,20.74,15.76,x,40,10,x,24.8,x,E,0.031206,0.418,RT,[]
RX_J1429.6+0321,IC1022,"('217.41958', '3.35722')","('217.50768', '3.77286')",318.4673486,1977.22,42.95,20.7,7.04,0.2834,70,165,x,26.9,x,S?,0.005744,0.253,RT,[]
KISSR271,SDSSJ132059.86+285810.0,"('200.42', '28.88306')","('200.24942', '28.96946')",304.0018668,7169.29,100.9759665,20.68,8.27,0.0881,66,77,x,43,x,E6             Sbrst,0.022975,0.0226,DG,[]
PG1116+215,SDSSJ111843.28+212723.0,"('169.78667', '21.32167')","('169.68037', '21.45639')",410.229351,9982.65,140.6007453,20.68,17.16,1.7642,33,134,x,9.7,x,x,0.03235,0.1765,SP,[]
MRK205,NGC4291,"('185.43375', '75.31056')","('185.07583', '75.37083')",60.0255678,1895.78,31.611,20.66,16.53,1.7377,36,110,110,13.6,.E.....,E3;Candidate   AGN,0.005861,0.0708,MS,[]
LBQS1220+1006,NGC4307,"('185.80042', '9.83861')","('185.52368', '9.04363')",340.717285,1391.24,23.225,20.65,3.72,0.0511,79,25,24,6.1,.S..3./,Sb;LINER       HII,0.003643,0.276,RT,[]
LBQS1222+0901,NGC4307,"('186.33417', '8.74722')","('185.52368', '9.04363')",346.1067129,1391.24,23.225,20.65,3.72,0.0511,79,25,24,85.3,.S..3./,Sb;LINER       HII,0.003643,0.535,RT,[]
RX_J1223.2+0922,NGC4307,"('185.82417', '9.38556')","('185.52368', '9.04363')",183.4841122,1391.24,23.225,20.65,3.72,0.0511,79,25,24,15.9,.S..3./,Sb;LINER       HII,0.003643,0.681,RT,[]
SDSSJ130524.30+035731.0,UGC08153,"('196.35125', '3.95861')","('195.77465', '3.99188')",425.3744992,3155.77,42.299999,20.64,18.37,0.5033,27,x,-99,x,.S..7..,Sd,0.00955,0.545,RT,[]
TON694,CGCG160-110,"('195.80417', '28.18556')","('195.58968', '28.23077')",280.2629172,5866.33,82.62442042,20.63,8.66,1.2528,65,65,x,38.4,x,Sa,0.018613,1.302,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
US136,CGCG160-110,"('195.25333', '28.32889')","('195.58968', '28.23077')",449.9729846,5866.33,82.62442042,20.63,8.66,1.2528,65,65,x,43.3,x,Sa,0.018613,1.36,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
LBQS1238+1006,SDSSJ124044.25+093838.7,"('190.14792', '9.82806')","('190.18438', '9.64411')",352.6927094,7655,107.8168746,20.61,11.95,x,54,156,x,12.9,x,x,0.024537,1.045,RT,[]
IRAS01477+1254,UGC01322,"('27.61833', '13.14944')","('27.87467', '13.13171')",281.1749157,4570.59,64.37446178,20.6,16.67,0.0308,36,x,-99,x,.SAS5..,SA(s)c,0.016081,0.147,DG,"[('UZC77', '68.842319133', '3.75753220706')]"
NGC4486,NGC4459,"('187.70625', '12.39111')","('187.25004', '13.97837')",481.3603914,1509.94,16.733,20.59,16.47,1.5245,36,105,110,59.3,.LAR+..,SA(r)0+;HII   LINER,0.004036,0.0044,PL,[]
TON151,2MASXJ13153929+2936398,"('199.01625', '29.38167')","('198.91381', '29.61084')",410.6080958,6792.7,95.67189472,20.59,9.06,x,63,30,x,51.3,x,S03,0.02172,0.037,DG,[]
US143,2MASXJ13000626+2746332,"('195.36708', '27.85194')","('195.02542', '27.77522')",498.5729176,6505.32,91.62420812,20.57,14.4,0.4398,45,150,x,74.3,x,SA0,0.020741,0.243,PL,[]
SDSSJ130728.69+542649.6,SDSSJ130728.44+542652.4,"('196.86917', '54.44694')","('196.86857', '54.44788')",2.463251951,9994.01,140.760693,20.56,14.81,x,43,82,x,77.6,x,x,0.032595,0.03254,RT,[]
SDSSJ140732.20+550725.0,NGC5485,"('211.88417', '55.12361')","('211.79728', '55.00169')",63.17368779,2206.97,27.487,20.55,16.44,1.3868,36,0,170,22.2,.LA..P.,SA0 pec,0.006671,1.027,RT,[]
KAZ447,NGC6297,"('255.87042', '61.68583')","('255.90231', '62.02562')",426.5902502,5102.18,71.86175745,20.52,16.42,1.2195,36,90,90,87.5,.L.....,S0,0.016657,0.0773,SP,[]
RX_J1218.8+1015,VCC0279,"('184.71042', '10.26528')","('184.56096', '10.35397')",263.3031995,6237.48,87.85182716,20.5,20.5,0.1897,0,x,-99,x,.S?....,S?,0.019807,0.542,RT,[]
SDSSJ093706.90+170021.0,NGC2934,"('144.27875', '17.00583')","('144.47982', '17.0545')",405.8223144,8324.43,117.2455131,20.46,15.55,0.0419,40,25,x,50.8,x,x,0.027013,0.506,NP,[]
US143,SDSSJ130024.82+275535.9,"('195.36708', '27.85194')","('195.10342', '27.92664')",495.8135973,8242.07,116.0854613,20.45,6.95,0.1349,70,157,x,49.2,x,E,0.026535,0.243,PL,[]
RBS2000,IC5325,"('351.18625', '-40.68028')","('352.18096', '-41.33347')",314.3353632,1246.2,18.1,20.45,18.61,0.9485,24,15,-99,64.1,.SXT4..,SAB(rs)bc,0.005013,0.5,PL,"[('LGG472', '19.0675242541', '2.43668845184')]"
US136,2MASXJ13010904+2821352,"('195.25333', '28.32889')","('195.28765', '28.3598')",76.26210624,7178.36,101.1036995,20.44,13.08,0.1744,50,145,x,79.3,x,SB0,0.022989,1.36,PL,[]
NGC3516,CGCG334-010,"('166.6975', '72.56861')","('166.48513', '72.52481')",139.2572794,7328.4,103.2168442,20.32,16.66,x,34,35,x,20.5,x,x,0.023957,0.0088,SP,[]
NGC4593,NGC4597,"('189.91417', '-5.34417')","('190.05388', '-5.79928')",141.1958511,1322.63,17,20.27,9.4,x,62,x,49,66,.SBT9..,SB(rs)m,0.003466,0.009,SP,"[('LGG293', '18.246370858', '0.997860611817')]"
SDSSJ123426.80+072411.0,UGC07802,"('188.61167', '7.40306')","('189.58675', '7.89131')",437.474311,2082.49,23.15,20.26,2.88,0.087,81,55,56,8.2,.S..6*.,Sdm            HII,0.005951,0.844,RT,"[('LGG296', '30.5381287479', '1.77677242406'), ('UZC490', '23.0327759438', '9.3330876306')]"
RX_J1236.0+2641,2MASXJ12354133+2628567,"('189.01708', '26.69333')","('188.92225', '26.48243')",393.2377291,7037.47,99.11927424,20.23,14.97,0.0748,42,100,x,78.1,x,x,0.022501,0.209,DG,[]
SBS1122+594,NGC3610,"('171.47375', '59.17278')","('169.6053', '58.78628')",486.7486805,1906.19,26.88,20.21,14.55,2.3009,43,135,-99,67,.E.5.*.,SB(r)0^0^ pec,0.005684,0.858,DG,[]
HS1119+5812,NGC3610,"('170.68708', '57.92833')","('169.6053', '58.78628')",482.5809914,1906.19,26.88,20.21,14.55,2.3009,43,135,-99,11.2,.E.5.*.,SB(r)0^0^ pec,0.005684,0.9,DG,[]
MRK1014,IC1761,"('29.95917', '0.39472')","('29.71788', '0.5683')",492.273862,6737.4,94.89300155,20.2,16.97,1.2401,32,50,x,75.7,x,S0?,0.023368,0.163,SP,[]
RX_J1223.2+0922,2MASXJ12235785+0915108,"('185.82417', '9.38556')","('185.99112', '9.25312')",412.4390267,7937.35,111.7937152,20.16,15.32,0.2293,40,40,x,88.8,x,x,0.025478,0.681,RT,"[('UZC486', '103.220778349', '5.9786354291')]"
NGC4486,IC3475,"('187.70625', '12.39111')","('188.17106', '12.77101')",419.3337883,2882.92,40.60443882,20.14,18.33,0.812,24,x,-99,x,.E...*.,Im or E pec,0.008616,0.0044,PL,[]
MRK817,2MASXJ14362084+5845279,"('219.09208', '58.79444')","('219.0864', '58.75738')",90.46156778,9898.59,139.4167387,20.14,9.27,0.7546,62,35,x,30.5,x,x,0.0324,0.0315,SP,[]
PHL1444,NGC1084,"('40.71208', '-7.98722')","('41.49962', '-7.57847')",326.3121937,1159.91,21.225,20.13,7.59,0.0241,67,x,35,27.3,.SAS5..,SA(s)c         HII,0.004693,0.378,DG,"[('LGG71', '16.2312018793', '1.219838272')]"
TON694,SDSSJ130354.42+281837.9,"('195.80417', '28.18556')","('195.97679', '28.31054')",401.7422842,8302.95,116.9430082,20.12,11.67,0.3318,54,170,x,60.6,x,x,0.026742,1.302,PL,[]
SDSSJ080908.13+461925.6,IC2233,"('122.28375', '46.32389')","('123.49546', '45.74214')",238.3057444,679.81,13.35,20.08,2.25,0.0028,83,x,172,47.2,.SBS7*/,SB(s)d: sp,0.001801,0.6563,SP,[]
SBS1503+570,NGC5866,"('226.2315', '56.8223')","('226.62291', '55.76321')",276.9067087,853.82,14.675,20.06,8.11,0.0701,66,x,128,40.6,.LA.+./,S0_3       HII/LINER,0.002242,0.3589,SP,[]
RX_J1500.5+5517,NGC5866,"('225.12833', '55.28583')","('226.62291', '55.76321')",248.7955502,853.82,14.675,20.06,8.11,0.0701,66,x,128,67.3,.LA.+./,S0_3       HII/LINER,0.002242,0.4048,SP,[]
4C10.3,2MASXJ11005006+1042257,"('165.19958', '10.77056')","('165.20864', '10.70738')",159.4102299,10163.65,143.1499334,20.06,9.91,x,60,35,-99,43,.SXT4..,x,0.03297,0.42,RT,[]
SDSSJ150450.20+564921.0,NGC5866,"('226.20917', '56.8225')","('226.62291', '55.76321')",277.6116892,853.82,14.675,20.06,8.11,0.0701,66,x,128,39.9,.LA.+./,S0_3       HII/LINER,0.002242,1.583,RT,[]
RX_J0826.5+0742,SDSSJ082644.50+073017.5,"('126.63958', '7.71333')","('126.68542', '7.50488')",488.1687691,9308.28,131.1025791,20.03,9.01,x,63,13,x,25.3,x,x,0.030537,0.312,DG,[]
HE1003+0149,SDSSJ100609.03+012753.8,"('151.39667', '1.57944')","('151.53763', '1.46495')",445.6151092,9984.43,140.6257551,20.01,15.21,0.2027,40,82,x,47.1,x,x,0.032504,1.0809,SP,[]
RX_J1236.0+2641,2MASXJ12354052+2638348,"('189.01708', '26.69333')","('188.91878', '26.64295')",157.1063351,6311.27,88.89114458,20,17.6,x,28,155,x,85.2,x,x,0.020081,0.209,DG,[]
KISSR1567,UGC08494,"('201.2275', '43.79889')","('202.49829', '47.26614')",494.0532772,705.32,7.908,19.97,19.77,0.0284,8,28,79,13.2,.I.0.P.,SB0_1 pec      LINER,0.001551,0.04305,RT,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
FBS1324+448,UGC08494,"('201.76708', '44.58444')","('202.49829', '47.26614')",376.7234211,705.32,7.908,19.97,19.77,0.0284,8,28,79,17,.I.0.P.,SB0_1 pec      LINER,0.001551,0.331,DG,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
SDSSJ132222.70+464535.0,UGC08494,"('200.59458', '46.75972')","('202.49829', '47.26614')",192.2983063,705.32,7.908,19.97,19.77,0.0284,8,28,79,40.8,.I.0.P.,SB0_1 pec      LINER,0.001551,0.375,RT,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
MRK259,UGC08494,"('202.18458', '43.93083')","('202.49829', '47.26614')",461.3362383,705.32,7.908,19.97,19.77,0.0284,8,28,79,24.1,.I.0.P.,SB0_1 pec      LINER,0.001551,0.0279,DG,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
US1867,SDSSJ085338.36+435337.2,"('133.3925', '43.81694')","('133.40983', '43.89367')",166.8192742,8729.26,122.9473003,19.91,10.35,0.0478,58,62,x,52.7,x,x,0.028543,0.5139,RT,[]
SDSSJ142859.10+322507.0,UGC09268,"('217.24625', '32.41861')","('216.91468', '32.13978')",359.7973332,3701.85,52.13869999,19.89,9.55,x,61,20,x,25.1,x,Sm:,0.011515,0.627,PL,"[('LGG383', '59.2299220473', '5.44471050059')]"
TON694,NGC4943,"('195.80417', '28.18556')","('195.93727', '28.08423')",224.4464475,5888.29,82.93361828,19.86,12.71,0.1762,50,105,x,25.8,x,SAB0,0.018686,1.302,PL,[]
NGC7552,NGC7590,"('349.045', '-42.58472')","('349.72838', '-42.23906')",269.7937419,1322.91,25.275,19.85,7.35,0.052,68,x,36,19.5,.SAT4*.,S(r?)bc        Sy2,0.005255,0.0053,SP,"[('LGG472', '19.0675242541', '2.43668845184')]"
RX_J1001.1+2911,CGCG153-011,"('150.2925', '29.19361')","('149.9879', '29.2888')",457.3460472,6590.06,92.81769452,19.84,14.68,0.0538,42,115,x,5.3,x,x,0.021191,0.5,NP,[]
SBS1108+560,MCG+09-19-002,"('167.88375', '55.79028')","('168.27434', '55.80886')",462.6167294,8541.35,120.3007165,19.82,15.06,0.4302,40,142,x,56.8,x,x,0.027785,0.765,DG,[]
SDSSJ130728.69+542649.6,2MASXJ13075716+5423105,"('196.86917', '54.44694')","('196.98806', '54.38629')",224.7389919,9937.16,139.9599482,19.81,15.85,0.4308,36,170,x,38.7,x,x,0.032407,0.03254,RT,[]
NGC7469,CGCG405-028,"('345.815', '8.87389')","('345.90046', '9.29067')",478.4696483,4577.24,64.46818314,19.78,13.06,0.8015,48,65,x,53.5,x,SBd,0.016131,0.0163,SP,[]
US143,SDSSJ130136.51+274228.6,"('195.36708', '27.85194')","('195.40216', '27.70795')",296.9894387,8202.16,115.5233466,19.76,7.12,0.0958,68,6,x,18.2,x,x,0.026402,0.243,PL,[]
PG1048+342,NGC3381,"('162.9325', '33.99056')","('162.10341', '34.71141')",460.771136,1885.63,26.55821399,19.75,6.72,0.8909,70,80,-99,56.4,.SB..P.,SB pec;WR      HII,0.005434,0.167,RT,[]
US136,2MASXJ13012280+2811456,"('195.25333', '28.32889')","('195.34491', '28.19605')",302.4019835,7915.55,111.4865773,19.73,15.39,0.1909,38,95,x,53.7,x,Epec,0.025448,1.36,PL,[]
NGC5548,KUG1416+257,"('214.49833', '25.13694')","('214.60583', '25.50111')",404.7330174,4712.3,61.525,19.69,3.58,0.063,79,x,x,x,x,Spiral,0.014844,0.0172,PL,[]
SDSSJ091235.40+295725.0,AGC190102,"('138.1475', '29.95694')","('138.12816', '30.07117')",227.0649339,8000.8,112.6872803,19.67,13.11,4.9563,48,x,x,x,x,x,0.026018,0.305,DG,[]
